16732	hyponym	4643
933	hyponym	35659
20378	hyponym	22694
7937	hyponym	15148
1742	hyponym	10581
8386	hyponym	1230
927	hyponym	35846
18402	hyponym	18403
8234	hyponym	5938
26594	hyponym	26595
13842	hyponym	28697
5494	hyponym	25352
26574	hyponym	27238
1076	hyponym	31240
1214	hyponym	26966
1434	hyponym	20145
1415	hyponym	20736
5398	hyponym	28339
6115	hyponym	6116
20770	hyponym	10572
2019	hyponym	2020
12137	hyponym	16045
5456	hyponym	26543
1960	hyponym	3852
9451	hyponym	33783
3422	hyponym	24069
8386	hyponym	1263
5228	hyponym	33620
1681	hyponym	12506
3217	hyponym	30425
3755	hyponym	13753
6056	hyponym	7959
1045	hyponym	32239
15834	hyponym	32525
5302	hyponym	31348
12011	hyponym	19981
8164	hyponym	8165
1016	hyponym	33149
20452	hyponym	20453
3154	hyponym	32409
28644	hyponym	28645
5849	hyponym	14407
9538	hyponym	31122
1017	hyponym	33134
3989	hyponym	6542
16079	hyponym	24960
3193	hyponym	31222
11904	hyponym	23322
5691	hyponym	19323
14083	hyponym	21319
2021	hyponym	2022
12261	hyponym	12262
14309	hyponym	14310
17995	hyponym	31120
30665	hyponym	31590
1265	hyponym	25478
5175	hyponym	35349
1166	hyponym	28556
4070	hyponym	4071
6118	hyponym	6119
1214	hyponym	27074
8166	hyponym	8167
9945	hyponym	18565
18258	hyponym	22993
10379	hyponym	5112
13666	hyponym	34291
12229	hyponym	13300
1939	hyponym	4617
6308	hyponym	258
7263	hyponym	36184
1763	hyponym	10080
11958	hyponym	21721
927	hyponym	36001
3070	hyponym	35107
1518	hyponym	17681
927	hyponym	36004
1500	hyponym	18244
1214	hyponym	27118
7933	hyponym	15437
4072	hyponym	4073
1823	hyponym	8255
6120	hyponym	6121
1041	hyponym	32499
2024	hyponym	2025
1951	hyponym	4288
3264	hyponym	29125
7277	hyponym	35790
7975	hyponym	14163
3141	hyponym	32943
16033	hyponym	26500
1459	hyponym	19557
1427	hyponym	20549
10461	hyponym	2637
5762	hyponym	17239
1065	hyponym	31776
12265	hyponym	12266
14485	hyponym	8981
10217	hyponym	10218
1258	hyponym	25812
3272	hyponym	28918
3070	hyponym	35177
25106	hyponym	7437
3627	hyponym	17921
3366	hyponym	26009
11733	hyponym	28785
18560	hyponym	13748
11975	hyponym	21278
6122	hyponym	6123
1434	hyponym	20377
4042	hyponym	5065
16614	hyponym	8559
1003	hyponym	33740
22373	hyponym	26642
3973	hyponym	7218
7562	hyponym	27026
24159	hyponym	36799
8094	hyponym	10535
11863	hyponym	24775
1572	hyponym	16124
927	hyponym	36119
17927	hyponym	33403
5767	hyponym	17156
1469	hyponym	19322
14729	hyponym	1472
1612	hyponym	14894
3375	hyponym	25774
14287	hyponym	15184
3066	hyponym	35358
3102	hyponym	34245
11703	hyponym	29763
1953	hyponym	4335
7711	hyponym	22441
3057	hyponym	35651
10065	hyponym	15008
3483	hyponym	22447
6146	hyponym	5429
3970	hyponym	7354
1681	hyponym	12781
9776	hyponym	23975
5407	hyponym	28347
4076	hyponym	4077
1327	hyponym	23759
2028	hyponym	2029
12268	hyponym	12269
10003	hyponym	16946
1175	hyponym	28477
3943	hyponym	8209
3516	hyponym	21444
9792	hyponym	23498
3779	hyponym	13294
1358	hyponym	22814
16340	hyponym	17134
7275	hyponym	35995
6125	hyponym	6126
1029	hyponym	33031
26562	hyponym	27952
3483	hyponym	22491
31205	hyponym	15083
1018	hyponym	33380
3541	hyponym	20706
1763	hyponym	10289
3075	hyponym	35150
3572	hyponym	19754
3543	hyponym	20653
3260	hyponym	29423
3266	hyponym	29244
14154	hyponym	19408
2030	hyponym	2031
8174	hyponym	8175
10222	hyponym	10223
1212	hyponym	27395
10138	hyponym	12840
11923	hyponym	23034
1212	hyponym	27401
22115	hyponym	34779
1567	hyponym	16403
7667	hyponym	23907
4040	hyponym	5275
26467	hyponym	30935
1003	hyponym	33897
4079	hyponym	4080
1258	hyponym	25994
6127	hyponym	6128
1146	hyponym	29465
14265	hyponym	15997
7544	hyponym	27741
12271	hyponym	12272
3479	hyponym	22682
1880	hyponym	6720
1921	hyponym	5448
22511	hyponym	22512
5573	hyponym	23310
6057	hyponym	8305
18415	hyponym	18416
1481	hyponym	19090
1230	hyponym	26874
28655	hyponym	28656
14726	hyponym	1710
7364	hyponym	33335
12635	hyponym	1007
10243	hyponym	9621
12598	hyponym	2162
3682	hyponym	16415
1360	hyponym	22862
1598	hyponym	15486
2032	hyponym	2033
22256	hyponym	30455
927	hyponym	36288
8176	hyponym	8177
4138	hyponym	2286
10224	hyponym	10225
24403	hyponym	29437
1017	hyponym	33507
1647	hyponym	13976
14175	hyponym	18826
3838	hyponym	11594
3582	hyponym	19530
6037	hyponym	8964
1012	hyponym	33671
1705	hyponym	12190
11488	hyponym	36592
20081	hyponym	32354
3196	hyponym	31514
3759	hyponym	14059
7681	hyponym	23547
15835	hyponym	32923
11656	hyponym	31410
3882	hyponym	10262
1788	hyponym	9649
7695	hyponym	23147
28469	hyponym	34504
1763	hyponym	10432
6130	hyponym	6131
9429	hyponym	34938
3483	hyponym	22656
1612	hyponym	15119
927	hyponym	36354
9794	hyponym	23620
9584	hyponym	30130
28398	hyponym	36717
3197	hyponym	31529
1267	hyponym	25829
1825	hyponym	8530
8174	hyponym	8318
1459	hyponym	19880
3725	hyponym	15172
5294	hyponym	32070
5886	hyponym	13722
18105	hyponym	28142
3395	hyponym	25413
999	hyponym	34153
2035	hyponym	2036
1201	hyponym	27893
1582	hyponym	16081
20467	hyponym	20468
5590	hyponym	22910
16036	hyponym	26758
1212	hyponym	27560
14740	hyponym	1405
1349	hyponym	23312
3999	hyponym	6701
3464	hyponym	23287
5396	hyponym	28938
10195	hyponym	11234
3627	hyponym	18241
1212	hyponym	27567
9727	hyponym	25745
19994	hyponym	35152
1356	hyponym	23114
4084	hyponym	4085
1549	hyponym	17132
1214	hyponym	27524
3337	hyponym	27250
5423	hyponym	28120
16372	hyponym	16373
11727	hyponym	29306
1175	hyponym	28738
5269	hyponym	32905
3866	hyponym	10865
3610	hyponym	18807
20235	hyponym	27713
22394	hyponym	26317
9656	hyponym	27985
6133	hyponym	6134
20101	hyponym	31884
2037	hyponym	2038
1175	hyponym	28763
4005	hyponym	6571
3070	hyponym	35553
10229	hyponym	10230
5276	hyponym	32710
927	hyponym	36455
1512	hyponym	18319
1459	hyponym	19962
1415	hyponym	21326
22517	hyponym	22518
3778	hyponym	13616
16841	hyponym	1889
34805	hyponym	34806
927	hyponym	36466
4010	hyponym	6436
12441	hyponym	7218
26764	hyponym	21976
1752	hyponym	10905
1017	hyponym	33693
14326	hyponym	14327
1175	hyponym	28797
20284	hyponym	26248
12201	hyponym	14678
5479	hyponym	26448
20034	hyponym	33986
926	hyponym	36519
3545	hyponym	20871
3861	hyponym	11082
8164	hyponym	8763
7371	hyponym	33346
4087	hyponym	4088
8135	hyponym	9676
2039	hyponym	2040
3506	hyponym	22098
8183	hyponym	8184
7275	hyponym	36333
14761	hyponym	887
4204	hyponym	470
1939	hyponym	5148
18641	hyponym	11670
13791	hyponym	30965
2024	hyponym	2519
5309	hyponym	31757
34807	hyponym	34808
3725	hyponym	15330
12375	hyponym	9318
1578	hyponym	16354
1805	hyponym	9321
3718	hyponym	15556
7900	hyponym	16981
24553	hyponym	25018
12662	hyponym	430
9703	hyponym	26637
12280	hyponym	12281
14328	hyponym	14329
1277	hyponym	25699
1201	hyponym	28055
8384	hyponym	1986
5849	hyponym	15040
3884	hyponym	10424
1554	hyponym	17121
24509	hyponym	26420
18810	hyponym	6487
13929	hyponym	26726
1043	hyponym	32970
10212	hyponym	10882
9503	hyponym	32860
1214	hyponym	27676
6137	hyponym	6138
2041	hyponym	2042
10198	hyponym	11323
1175	hyponym	28893
11852	hyponym	25594
16377	hyponym	16378
1175	hyponym	28896
13744	hyponym	32472
3566	hyponym	20328
927	hyponym	36601
9598	hyponym	29947
5914	hyponym	13080
1517	hyponym	18312
3453	hyponym	23835
1939	hyponym	5235
8375	hyponym	2331
20038	hyponym	33997
8186	hyponym	8187
10234	hyponym	10235
13659	hyponym	35130
13965	hyponym	25657
13939	hyponym	26462
1035	hyponym	33268
1459	hyponym	20126
11940	hyponym	22906
14519	hyponym	8491
14522	hyponym	8396
11868	hyponym	25133
14260	hyponym	16517
5423	hyponym	28323
3669	hyponym	17161
24923	hyponym	13649
14567	hyponym	7006
17905	hyponym	34598
9409	hyponym	35834
6139	hyponym	6140
3183	hyponym	32241
2043	hyponym	2044
3070	hyponym	35752
18427	hyponym	18428
1085	hyponym	31753
9928	hyponym	19759
13743	hyponym	32567
15796	hyponym	34478
1121	hyponym	30649
6183	hyponym	4801
9621	hyponym	29296
1549	hyponym	17387
1197	hyponym	28299
4092	hyponym	4093
1016	hyponym	33914
2106	hyponym	123
12284	hyponym	12285
10222	hyponym	10669
927	hyponym	36679
23190	hyponym	1878
1782	hyponym	10178
30716	hyponym	30717
26620	hyponym	26621
5183	hyponym	35825
3699	hyponym	16293
11698	hyponym	30465
16264	hyponym	19993
10487	hyponym	2479
1091	hyponym	31615
6141	hyponym	6142
26359	hyponym	34757
3972	hyponym	7849
10237	hyponym	10238
1367	hyponym	23073
3366	hyponym	26644
1857	hyponym	7890
1569	hyponym	16823
1864	hyponym	7680
1051	hyponym	32882
10082	hyponym	15065
1174	hyponym	29073
1175	hyponym	29044
4094	hyponym	4095
14703	hyponym	2900
2046	hyponym	2047
11870	hyponym	25181
1175	hyponym	29053
5812	hyponym	16382
5323	hyponym	31545
927	hyponym	36747
3502	hyponym	22460
22072	hyponym	36605
9806	hyponym	23640
24574	hyponym	24575
5414	hyponym	28721
5866	hyponym	14724
7712	hyponym	23037
6020	hyponym	9953
6143	hyponym	6144
9806	hyponym	23665
11541	hyponym	35416
1214	hyponym	27871
8191	hyponym	8192
18431	hyponym	18432
3602	hyponym	19398
33768	hyponym	1742
14132	hyponym	20658
2090	hyponym	737
3506	hyponym	22378
4096	hyponym	4097
2048	hyponym	2049
14336	hyponym	14337
2019	hyponym	2950
999	hyponym	34578
8296	hyponym	4984
9721	hyponym	26346
1673	hyponym	13696
6324	hyponym	594
1279	hyponym	25914
5456	hyponym	27500
1	hyponym	2
28579	hyponym	31594
1214	hyponym	27939
8360	hyponym	3023
7320	hyponym	35264
3759	hyponym	14587
3098	hyponym	35078
3736	hyponym	15303
3718	hyponym	15867
998	hyponym	34650
26503	hyponym	30432
6269	hyponym	2326
18029	hyponym	30979
3537	hyponym	21485
4098	hyponym	4099
6146	hyponym	6147
18056	hyponym	30159
2050	hyponym	2051
12290	hyponym	12291
18007	hyponym	31671
3788	hyponym	13729
5913	hyponym	13390
7456	hyponym	31090
1003	hyponym	34528
1619	hyponym	15439
3	hyponym	4
10243	hyponym	10244
1465	hyponym	20225
3510	hyponym	22367
22531	hyponym	22532
15770	hyponym	35514
16372	hyponym	16853
10083	hyponym	15216
1519	hyponym	18555
24579	hyponym	24580
14729	hyponym	2256
26627	hyponym	26628
5330	hyponym	31492
10161	hyponym	12804
1492	hyponym	19401
18623	hyponym	12627
4100	hyponym	4101
6148	hyponym	6149
14340	hyponym	14341
6037	hyponym	9592
16901	hyponym	488
1071	hyponym	32474
1150	hyponym	30032
3508	hyponym	22474
18427	hyponym	18733
1757	hyponym	11222
1572	hyponym	16960
1214	hyponym	28060
16276	hyponym	19882
1230	hyponym	27565
5	hyponym	6
1459	hyponym	20469
3923	hyponym	9624
8197	hyponym	8198
11852	hyponym	25964
18572	hyponym	14265
1214	hyponym	28070
1175	hyponym	29283
2000	hyponym	3710
12011	hyponym	21043
26407	hyponym	33537
1994	hyponym	3906
20288	hyponym	26613
12076	hyponym	19043
4102	hyponym	4103
3075	hyponym	35940
6150	hyponym	6151
1389	hyponym	22668
2054	hyponym	2055
1472	hyponym	20102
20123	hyponym	31750
9721	hyponym	26522
1003	hyponym	34640
22534	hyponym	22535
1093	hyponym	31856
15746	hyponym	36380
10433	hyponym	4464
12400	hyponym	9024
7911	hyponym	17125
3444	hyponym	24529
7	hyponym	3
28457	hyponym	35545
7	hyponym	8
8428	hyponym	1105
20487	hyponym	20488
16391	hyponym	16392
3564	hyponym	20819
18439	hyponym	18440
13820	hyponym	30565
9959	hyponym	19185
20474	hyponym	20893
1732	hyponym	12083
4190	hyponym	1432
12218	hyponym	14712
3768	hyponym	14514
15801	hyponym	34698
1110	hyponym	31378
7303	hyponym	35998
4023	hyponym	6613
4104	hyponym	4105
2056	hyponym	2057
1091	hyponym	31972
1349	hyponym	23977
22536	hyponym	22537
5429	hyponym	28574
30977	hyponym	23013
3979	hyponym	7990
1258	hyponym	26810
6091	hyponym	8059
16222	hyponym	21687
34824	hyponym	34825
1684	hyponym	13610
1617	hyponym	15692
2048	hyponym	2336
6153	hyponym	6154
22084	hyponym	36589
9	hyponym	10
8432	hyponym	1039
14309	hyponym	15461
10249	hyponym	10250
1528	hyponym	18461
5387	hyponym	29902
1214	hyponym	28200
18441	hyponym	18442
1009	hyponym	34554
1748	hyponym	11647
2078	hyponym	1417
5379	hyponym	30158
6037	hyponym	9765
4048	hyponym	5894
6030	hyponym	9986
12542	hyponym	4731
2041	hyponym	2576
3314	hyponym	28655
2058	hyponym	2059
5532	hyponym	25441
8202	hyponym	8203
1214	hyponym	28228
3237	hyponym	31048
22538	hyponym	22539
18443	hyponym	18415
1	hyponym	302
5974	hyponym	11746
8262	hyponym	6359
1554	hyponym	17712
8022	hyponym	13818
11	hyponym	12
5292	hyponym	32914
1859	hyponym	8267
16395	hyponym	16396
1016	hyponym	34401
1003	hyponym	34804
28683	hyponym	28684
1415	hyponym	22034
14530	hyponym	8681
13740	hyponym	33181
9507	hyponym	33345
1017	hyponym	34389
26838	hyponym	20358
1600	hyponym	16318
9757	hyponym	25591
1939	hyponym	5808
11927	hyponym	23855
6156	hyponym	6157
939	hyponym	36812
7963	hyponym	15674
16650	hyponym	8533
3993	hyponym	7679
10252	hyponym	10253
22540	hyponym	22541
4025	hyponym	6689
8035	hyponym	13457
3722	hyponym	16085
3789	hyponym	14013
1212	hyponym	28369
20009	hyponym	35487
13	hyponym	14
2061	hyponym	2062
13	hyponym	15
3884	hyponym	11084
1283	hyponym	26183
3632	hyponym	18899
20298	hyponym	26540
3262	hyponym	30376
8036	hyponym	13457
16397	hyponym	16398
20934	hyponym	6822
4130	hyponym	3469
1003	hyponym	34874
5540	hyponym	25305
16340	hyponym	18180
4110	hyponym	4111
6158	hyponym	6159
10209	hyponym	11655
1	hyponym	419
20298	hyponym	26578
18124	hyponym	28437
7290	hyponym	36608
9723	hyponym	26715
3932	hyponym	9631
1	hyponym	425
1459	hyponym	20762
22542	hyponym	22543
3610	hyponym	19624
24590	hyponym	24591
24361	hyponym	31690
3075	hyponym	36206
7791	hyponym	21090
3970	hyponym	8468
18334	hyponym	21943
5555	hyponym	24885
16022	hyponym	28093
5353	hyponym	31146
15	hyponym	16
9718	hyponym	26908
18398	hyponym	19978
1805	hyponym	10065
14351	hyponym	14352
2021	hyponym	3371
1459	hyponym	20792
11927	hyponym	23973
1093	hyponym	32140
18447	hyponym	18448
3510	hyponym	22756
3487	hyponym	23469
11943	hyponym	23473
1220	hyponym	28209
1175	hyponym	29604
8419	hyponym	1656
2011	hyponym	3697
1528	hyponym	18673
9471	hyponym	34584
4112	hyponym	4113
6183	hyponym	5449
2064	hyponym	2065
12304	hyponym	12305
16400	hyponym	16401
13844	hyponym	30109
3542	hyponym	21793
9777	hyponym	25123
7360	hyponym	34525
1175	hyponym	29651
3514	hyponym	22680
1570	hyponym	17410
2090	hyponym	1290
12375	hyponym	10140
6161	hyponym	6162
17	hyponym	18
4199	hyponym	1447
14353	hyponym	14354
9990	hyponym	18536
22545	hyponym	22546
5	hyponym	401
3070	hyponym	36463
28682	hyponym	28936
3381	hyponym	26820
18236	hyponym	25079
1146	hyponym	30578
20816	hyponym	10623
20147	hyponym	31387
1358	hyponym	24015
12306	hyponym	12307
6139	hyponym	6881
1175	hyponym	29691
8210	hyponym	8211
16342	hyponym	18275
1016	hyponym	34622
14175	hyponym	19913
10243	hyponym	10732
3865	hyponym	11849
1003	hyponym	35038
8234	hyponym	7484
13	hyponym	197
5768	hyponym	18401
2024	hyponym	3393
14056	hyponym	23617
13934	hyponym	27397
13	hyponym	204
6163	hyponym	6164
19	hyponym	20
2067	hyponym	2068
2090	hyponym	1358
1175	hyponym	29727
3066	hyponym	36644
11528	hyponym	36465
1691	hyponym	13734
10545	hyponym	1413
1618	hyponym	16004
3362	hyponym	27479
9928	hyponym	20537
18089	hyponym	29688
3861	hyponym	12018
3699	hyponym	17040
18355	hyponym	21446
7809	hyponym	20699
30761	hyponym	30072
4116	hyponym	4117
1605	hyponym	16425
3825	hyponym	13143
