p17_1,p17_2
298,299
395,396
483,484
620,621
313,125
797,798
1128,1129
1158,1159
1342,1343
400,1601
1627,1628
1679,1680
1381,1733
684,1880
880,2107
1391,1435
543,2107
73,2769
343,2886
2536,2975
615,3228
3328,3400
370,3444
601,2769
116,3444
228,3673
910,160
1491,1129
2369,4020
1105,798
2763,3915
1644,4401
172,4455
1655,4456
1041,975
1723,4744
153,2107
633,621
2023,623
596,4456
582,2915
2113,1343
674,801
1692,5216
1248,2915
1575,2089
3333,5278
982,5410
1663,1857
463,1343
1030,5253
1478,3940
1772,1418
1992,5772
1146,5881
1747,2769
338,3581
3931,1337
826,2988
246,449
2610,3673
1135,6095
713,6275
44,2886
48,6311
2052,2136
138,6395
1615,621
1104,4827
1143,2107
1015,6345
2540,2988
879,5278
667,1880
1355,3999
1123,5772
1481,4338
24,4004
2490,1733
2130,19
417,5772
1019,7393
657,2769
1351,3394
506,6170
663,2089
1439,3630
2465,4320
2103,7393
2517,3869
2754,1880
218,2822
1861,4401
40,2822
678,2107
52,8099
1089,2089
234,4201
1897,7624
1098,4456
1630,8324
1195,4875
833,3940
1186,2887
1686,8107
717,766
2343,623
978,160
458,2622
634,6327
955,5530
1722,381
672,1343
1282,8099
1800,5247
2579,2887
1979,2769
204,1752
15,8851
1582,4976
250,3940
2499,9282
3227,2988
322,5176
110,1314
300,396
572,5685
2055,7349
2008,7846
2433,484
1685,4905
1368,4323
3159,6158
364,5176
36,801
357,6170
2534,4249
1179,4253
1813,7846
2315,7333
239,9671
203,7366
1318,5302
1088,512
3559,4943
948,7472
249,5772
87,8574
642,3356
2584,2769
34,6772
241,2107
2795,8734
1423,4401
4198,1820
459,1820
42,6523
643,6523
580,7644
247,621
627,3700
783,8943
773,4943
1730,1095
1438,2905
85,4320
770,6345
1534,3999
3357,1343
1086,798
2444,160
5181,4456
803,4401
673,6629
525,6772
551,1857
1407,7368
2236,1574
1161,1628
1198,4182
536,1628
3105,8322
180,2366
191,3581
325,2769
442,1671
2927,9056
786,8662
1960,8734
1924,1857
2131,6523
2881,8742
696,5575
1127,1159
115,4875
61,3461
622,4249
4057,895
1473,2917
1876,9664
4283,6327
63,8627
171,4875
118,8596
924,9919
683,4510
598,623
1976,6206
2273,3999
1519,6275
1308,1129
59,396
559,5369
194,4249
2642,6295
2349,3661
2053,4491
219,8099
1185,3673
3699,1343
65,9618
576,3999
1577,1733
1072,1671
831,6264
2223,4306
2971,3999
2909,1337
1766,623
3645,8477
2005,4249
1608,8574
2440,3444
1450,4976
1537,4320
436,2988
1705,1311
2327,5775
362,8199
2267,7349
1588,6473
1506,10228
1693,4456
1313,6208
5020,3915
731,798
735,5581
93,7578
535,3999
952,1733
1735,6275
1137,4976
534,8851
292,8299
1927,6295
1643,1918
2110,6345
1312,11080
1218,2887
1489,798
347,798
435,1523
2753,4164
155,244
1364,7393
2518,4401
363,1121
600,11080
871,5176
408,6523
254,623
1531,5302
906,5216
1132,336
1598,2769
597,8322
1301,11080
1176,3356
345,7337
2144,1752
685,2089
637,2620
2815,1343
1562,1857
1136,6687
862,3267
502,4401
164,5160
1063,6345
1377,4320
1913,4320
4114,8477
319,1343
2371,1952
2441,8627
3726,125
764,4020
66,1628
2112,9056
874,2107
1889,3709
1508,3122
69,160
1461,3444
1124,2822
124,6170
183,5180
466,4510
1046,623
1359,4456
2818,4401
1223,8581
251,9795
747,6882
2358,6830
2406,3581
3003,4320
722,6170
448,8734
1286,4748
1270,2822
192,1343
170,9664
4203,4868
286,2011
1738,2887
1714,7493
129,4401
1289,2988
638,2822
383,8574
1003,3869
301,3394
2132,1880
2013,3444
1570,8574
2127,4320
453,4320
1816,2816
378,396
1115,8837
77,1671
579,2107
1542,4958
2004,3785
480,4943
1424,2915
315,9664
1839,2548
311,1343
137,5736
152,6032
303,3915
902,6167
1691,8627
1605,2665
2392,4456
446,6949
132,3869
269,3673
680,4249
1514,1977
1224,6295
432,681
1563,7337
617,3940
810,4401
2096,4227
3198,6275
517,2107
143,6830
690,3692
1082,7802
944,1752
127,4383
1430,8408
18,4456
1267,640
452,4008
314,5772
146,4529
2813,1666
150,11379
698,7333
2924,3444
2210,8946
614,4455
3,5216
402,6032
573,3999
522,3852
993,8653
1483,8074
2506,13034
2571,2905
3185,839
1560,2887
1157,4142
1877,4875
1635,4306
1472,3999
843,640
437,3869
1890,5410
208,37
416,2769
1862,1129
1678,4875
1009,2769
379,5176
