p15_1,p15_2
132,133
172,173
251,252
315,316
338,339
343,339
416,133
298,339
1328,252
667,133
269,133
525,133
445,252
1472,2374
378,2374
1514,2847
1897,133
543,252
1289,2374
955,2374
446,339
1438,252
533,252
874,2374
963,133
1011,133
851,133
506,339
1913,339
115,252
685,133
774,2374
1063,133
3699,3921
212,133
551,316
772,133
436,252
502,252
2023,173
448,133
2113,3921
2132,2374
234,2847
1766,252
1506,133
978,339
747,252
3003,2374
2103,2374
1127,2847
193,252
535,339
1643,2847
2236,133
1685,2374
2433,5392
2161,5044
1663,339
362,252
2365,2374
1137,133
110,252
36,2374
250,133
1461,2374
65,2374
1705,173
3901,5799
1735,133
357,133
1537,2374
1570,133
1560,173
146,339
1134,2374
944,252
1655,133
1239,2374
442,133
1838,133
2130,133
1679,133
696,2847
1046,133
596,252
952,133
2192,252
1240,133
303,252
642,133
924,2374
2927,133
786,133
319,6927
657,133
2005,173
925,133
1473,2374
2763,133
1598,133
2571,2847
878,7260
1179,252
3726,173
301,2847
1391,2374
77,2374
799,133
1010,133
1364,2374
223,133
2110,252
129,5799
1248,2374
673,339
311,3921
457,2374
1223,5799
127,252
191,2847
1128,133
2300,133
73,2374
1015,133
1608,2374
949,133
993,173
432,252
364,133
2517,133
637,316
3645,252
4057,2847
370,2374
1049,8643
1876,133
383,2374
5181,133
2315,133
157,133
643,173
1086,2374
2924,133
573,252
460,252
896,133
365,133
1351,173
1573,133
1195,2374
522,339
241,252
118,2374
1692,173
2088,2374
87,2374
871,133
116,133
1342,3921
4203,173
888,133
1575,252
2441,2847
1450,339
4114,2374
2004,2847
1282,173
783,2374
459,252
1041,133
691,133
56,252
1082,2374
1590,339
379,2374
384,133
1691,2847
192,252
3328,2374
1104,2374
170,2374
4198,133
447,2374
69,2847
345,2374
2971,173
906,173
2815,252
1738,2847
3198,133
517,252
1245,133
2753,133
2274,133
1871,2374
674,133
395,133
317,5044
550,5392
2499,133
458,173
1992,133
2932,2374
180,339
879,133
42,2374
2470,133
2343,252
1563,173
2053,2374
2579,173
713,252
884,2374
2273,2374
322,2374
1813,133
1355,11218
1267,2374
1009,133
254,2374
536,173
300,133
1877,252
1872,252
2754,133
1270,2374
1312,133
3159,2374
417,133
1481,133
169,2374
1186,339
690,2374
150,133
862,2374
672,3921
1424,133
2506,133
3698,133
1072,2374
1003,2374
1019,2374
770,2374
2534,339
1630,2374
2052,133
59,133
1582,316
325,2374
2127,133
286,2374
164,2374
18,2374
249,2374
2406,133
15,2374
1686,252
910,133
2392,133
663,133
1976,133
735,252
1135,2847
717,2847
1890,2847
634,252
1088,133
797,2374
44,339
633,252
534,5392
627,252
2371,133
1286,133
1489,252
66,133
2096,2374
2131,339
2358,133
1359,133
1224,133
2369,133
1588,2374
1787,133
615,2374
1979,133
1062,252
1198,133
684,133
1556,5044
1635,2847
85,5392
2813,2374
1861,252
610,133
1423,2374
153,133
204,2374
662,252
580,2847
217,133
2112,133
292,133
5020,133
466,173
3607,252
1883,252
600,2847
93,2374
408,339
507,5044
722,252
439,133
1483,133
982,2847
598,173
1368,2374
347,133
1516,2374
2013,252
3559,133
2642,2847
854,252
760,133
246,2374
208,133
831,133
680,2847
1143,2374
3931,339
1577,2374
2327,2847
1161,2374
1173,2374
1730,252
218,2374
848,133
532,133
152,133
833,133
2349,2374
400,2847
731,133
219,5392
1862,133
1491,133
203,2374
1115,2847
773,133
2440,2374
247,2374
3,339
721,133
911,252
453,2847
137,252
614,133
1433,133
3227,252
3357,133
1693,252
810,133
948,133
1318,2847
2444,2374
2584,133
228,173
630,5044
1146,133
2540,5392
620,2847
183,252
2144,252
2351,133
1627,133
1889,2374
826,133
902,133
1960,133
683,2847
452,2374
1132,133
638,133
1308,2374
803,2374
1356,252
1157,2374
313,133
1542,133
422,133
1722,252
63,2847
2451,133
1562,252
314,133
821,2374
1124,133
2795,133
622,2374
2881,2374
1594,5392
2465,133
779,133
1644,2374
563,252
2610,2374
582,133
2055,133
1105,133
2909,2847
48,2847
124,2374
1381,133
1301,133
1615,133
679,133
24,2374
2210,133
34,133
872,133
1123,2374
1816,2847
2267,252
1531,133
1176,2374
2818,5799
1313,252
2518,5799
764,133
2223,2374
597,133
880,133
1136,339
1714,2374
2008,133
1723,2847
1030,252
1377,339
1218,173
1800,2847
1994,2374
52,133
480,252
1519,2374
2490,2374
885,252
1508,2374
4283,252
40,252
576,252
1407,2847
138,133
1098,133
155,133
1478,133
572,2847
3333,2847
2536,133
2270,2374
437,133
61,133
1605,2847
463,17068
559,2374
1848,252
435,2374
483,133
601,133
1185,133
239,252
402,133
579,2374
1747,133
698,133
3463,6927
143,133
194,133
3105,133
475,2374
75,2374
617,2374
1430,133
1439,2374
171,2374
678,133
1089,2374
843,2374
1678,252
1927,2847
1158,133
1924,339
3185,2847
1839,2847
1456,2374
1534,133
363,133
3845,133
1772,2374
