p3_1,p3_2
6,7
94,95
134,135
197,198
288,289
359,360
412,413
496,497
94,668
942,943
980,981
983,984
1022,1023
1068,1069
1106,1107
105,1397
1113,1475
1546,1547
656,837
1688,1689
1309,1715
613,1724
1778,1779
1462,1815
1826,1827
1830,1831
1422,1589
1032,1840
1853,1854
1881,1882
1647,1898
965,1953
1197,1966
1422,2045
609,2076
2080,2081
279,2199
1993,2251
199,2278
1020,2296
2313,2314
969,2339
2341,2342
1414,2398
938,2399
958,2408
2409,2410
2353,2432
704,2434
1761,2479
333,2482
2488,2489
816,2522
2526,2527
2448,2568
220,2596
594,2614
969,2628
2635,2636
1599,2640
2648,2649
1029,2686
869,2695
704,2728
197,2743
6,2758
1492,2385
1160,2766
2154,2774
2157,2776
1648,2789
1278,2864
619,2874
242,782
2918,2919
2324,2961
2995,2996
719,3134
1731,3143
293,2952
2910,3244
2965,3276
1642,3281
186,3288
918,3294
704,3297
324,3329
3332,2897
253,3348
1528,3392
1878,1824
2514,3555
2984,3566
412,3595
664,3619
1592,3627
1352,3068
980,3656
2648,1817
3572,3663
414,710
980,3704
687,3714
3727,3728
2237,3757
267,3859
2108,970
94,2731
777,2713
508,3989
918,4024
1454,1922
1688,4039
2578,4041
894,4042
3016,4046
2514,4082
2029,3071
4151,4152
4153,4154
3912,4176
1414,4236
567,4237
4241,4242
3283,2289
653,4300
4314,4315
293,4326
1073,4332
174,3725
520,4361
2276,4373
275,4410
619,4431
1878,4446
1222,1782
111,4588
2446,4599
1191,4611
1853,4635
719,4645
687,3818
1546,4696
1668,53
1583,4715
599,3028
1731,4731
1106,2429
2135,2876
2681,4828
3399,4831
1203,4833
1804,3138
2931,428
1850,4855
2545,4857
3672,2800
326,4865
1327,4886
3996,4887
1360,4898
2297,4916
1751,4918
3585,454
1358,4643
1428,5067
4155,5125
3148,4739
1252,4285
526,273
692,1863
586,5282
1526,5305
977,4058
98,4464
1358,5352
2690,5377
3032,3410
4365,5387
516,5003
3777,5401
2297,5402
718,5403
1769,5580
2448,5585
844,5586
4624,4140
2680,2806
3585,5616
656,5645
1632,4229
1917,4485
4,4834
1304,5680
3164,4313
804,390
1602,5756
873,5761
405,5791
1413,2100
1373,1437
205,3187
720,1845
823,5829
3527,331
1552,1332
4153,5360
2158,4608
1170,5939
2993,2704
704,5944
2135,5970
553,165
3207,3508
359,5992
1358,6027
96,6055
4,4664
3416,5389
723,2552
10,5961
4365,6150
861,6154
2752,6175
723,4113
2597,6199
10,3260
894,6227
4574,5204
2067,6241
1222,6260
4773,6274
913,5893
775,6312
1798,6331
3746,2873
267,6350
1285,6403
755,6411
2627,6453
1492,3386
1873,6491
1352,6494
105,6513
1249,6539
2775,6546
2080,6567
3399,6588
293,6598
334,5514
275,6607
101,6618
2324,5845
904,548
844,6634
377,6644
3283,897
6654,3732
1414,1008
287,2624
823,6736
3130,6738
4314,6739
1339,6742
1592,2970
220,6562
2276,6018
3087,6009
1120,5752
334,6802
1252,6833
310,6845
1203,6870
510,6888
1462,6901
3672,2871
1462,711
5540,6924
10,6735
267,6936
2379,5102
912,5056
2681,6286
2158,6988
4151,7042
1370,7050
372,3865
2627,2202
553,7107
96,2184
1373,7134
1853,4387
134,6267
326,7180
31,6045
748,3824
2446,7209
3996,7212
1751,787
3672,5521
2355,7231
3196,1675
2783,1757
469,4909
917,7285
226,7315
1252,7317
195,7331
1339,7339
318,3315
977,7348
2585,7352
518,7358
1081,7361
440,7372
1022,5832
2995,3747
2473,7428
373,3493
1021,7471
806,3650
195,7474
3590,1750
2276,7504
1194,4132
2984,7520
7556,5669
3481,7565
3980,7577
1503,162
494,7603
553,7609
1192,7614
1432,7639
4044,7650
3819,6805
4365,5017
1322,7683
1583,7693
1528,2787
2140,2006
703,7757
2720,6049
2545,6253
2993,3215
3417,7821
1083,7229
528,7857
3572,7862
3672,7863
1469,834
748,2878
119,6307
3996,7933
930,7954
1583,7964
240,7965
1941,4045
1336,6639
703,7971
881,7972
3075,7973
3585,7979
2632,3748
3590,3877
359,2925
4624,5306
3164,8017
29,8020
4151,1455
806,6697
282,8068
1513,2220
2690,4159
609,7927
687,4274
3399,8106
1192,8113
804,8119
3108,8129
1850,8144
101,8147
359,3419
4153,7296
931,8229
2989,1064
980,2926
409,8305
403,5779
1850,1929
1621,8381
904,2437
3130,8388
403,3690
3032,8430
2497,4835
392,7960
270,3239
539,8314
980,4782
2029,8474
2336,8505
4241,6127
1047,1812
1751,5742
3948,2740
3653,5917
1474,5018
3996,8572
1177,6288
1731,3729
1736,8616
4773,5654
539,3969
1133,8369
107,3176
2652,8682
1145,2002
965,7270
188,5117
2078,8722
248,926
10,1215
4773,8736
1878,5938
368,8766
1073,8776
594,6378
334,8792
2840,6712
1278,7794
2805,1365
3657,8125
2206,1500
1785,1117
603,8835
2496,6508
2189,8843
3948,8860
2652,8866
1048,8874
2078,8298
158,5378
4011,4445
3207,4900
469,8925
275,5835
3914,8962
1154,8972
553,5688
188,3252
1649,263
1194,5399
2029,9024
1826,9028
1525,9043
2409,3219
3974,5255
333,7699
1505,8484
1052,346
1040,2380
2989,8031
426,9148
1068,4506
3108,790
2514,2738
3527,4953
1253,2553
294,9221
1048,8210
2341,8495
4,4965
656,9261
1133,9289
594,8358
1592,9296
1073,3361
1081,9324
397,4969
1001,9334
1853,6999
4151,8123
287,4539
796,5028
796,3008
870,8342
2427,1706
719,1901
917,415
1677,9407
1022,5431
134,8931
2526,9436
6654,9439
913,9464
3346,7261
3980,9465
1703,8579
2681,6740
412,5630
4280,3500
4151,3503
2297,9525
111,2532
2519,7347
2840,9572
1633,9397
107,1614
1474,9592
2989,4763
1578,4099
2735,5728
687,2865
567,5450
2189,2218
1360,866
469,8588
2154,2998
2331,8280
2578,4419
516,7252
1022,5642
3909,4026
931,591
3283,1103
1401,9672
1414,8967
2545,9684
302,9606
199,7028
197,8101
861,3487
946,9742
1196,9746
392,213
762,4627
1873,9250
1336,4935
2276,9850
1106,1199
619,2173
2545,4256
1703,2784
1382,5040
496,7403
990,1545
2497,9740
870,6785
2473,7657
1804,9583
4574,5014
869,3355
4365,8562
2989,1851
1917,7360
1000,5692
1116,8257
3207,10054
1087,3462
2237,9584
1642,4179
991,10081
1711,10105
3346,3935
274,8181
7556,7016
1053,10157
965,8768
101,4560
1428,10201
