p21_1,p21_2
433,434
512,513
623,624
644,645
966,967
1337,1338
1435,1507
1523,1524
895,2177
2582,2583
2622,2623
2724,2725
3122,3123
839,3146
3267,3268
3700,3701
3785,3786
4008,4009
381,4048
4201,4202
3214,4277
4338,4339
4491,4492
4529,4530
4748,4749
1628,4822
2011,4893
2905,5045
5160,5161
2136,5182
5247,5248
5278,5408
5473,5474
3999,5798
6032,6033
2988,6102
6167,6168
6239,6240
3201,6284
4456,6313
1574,6449
6523,6524
6718,6719
1918,6838
1095,7103
2764,7161
1733,7162
4227,7295
7366,7367
7333,7505
7624,7625
7578,7646
7686,7687
1314,7689
940,7717
640,7739
7802,7803
4905,8236
8247,8248
4510,8250
3673,8570
8574,8575
5290,8587
6275,8619
4253,8628
8662,8665
1121,8714
7644,8733
1974,8753
1952,8786
4320,8802
4455,8836
8742,8839
4249,8950
8953,8954
7310,8996
2620,9015
975,9027
4142,9156
8581,9237
7833,9384
800,9466
6170,9498
6254,9500
8734,9626
9664,9665
19,9790
5847,9814
2548,9868
6581,9925
484,9958
3114,9997
8324,10070
2107,10076
1651,10191
3709,10241
9919,10267
8596,10293
3692,10320
801,7687
6164,10469
5493,10593
1418,10607
8408,10610
244,10657
4059,10658
5092,10659
5687,10684
4051,10749
4744,10802
7368,10833
4401,10972
3715,11014
5736,11126
8322,11281
9650,11344
336,11462
6158,10593
8653,11558
7351,11559
4875,11568
5159,11590
3400,11603
3181,11609
1666,11616
2975,11620
4976,11641
1680,11727
6206,11779
2089,11829
6123,11921
3831,12111
6095,12190
621,12265
8099,12356
1752,12404
7337,12458
4164,12496
6395,12545
6711,12630
4323,12639
5575,12664
6450,12694
4943,12700
6830,12748
6208,12770
160,12810
3915,12979
5685,12989
6076,13012
8627,13057
6297,13184
9671,13202
2798,13347
3661,13414
125,13492
5253,13682
1362,13690
5881,13693
5775,13786
1857,13813
3923,13847
5176,13849
1311,13932
9056,13938
766,13957
4181,13968
8299,14036
8837,14063
9618,14064
8107,14170
9282,14205
4383,14234
3461,14274
5369,14284
12227,14448
11379,14541
4004,14565
8098,14572
1671,14641
7846,14658
7472,14747
11080,14782
798,14810
4020,14829
9474,14846
1343,14858
2822,14915
6311,14956
299,14978
5410,15030
5581,15133
10510,15143
6264,15166
3228,15172
4868,15196
4958,15215
8199,15232
5002,15295
2915,15330
3852,15358
6436,15387
7493,15411
6629,15414
5216,15455
5772,15471
3356,15526
8074,15558
6345,15774
2732,15803
2954,15809
6327,15902
10228,16014
6748,16016
4513,16030
139,16046
10837,16113
6772,16157
3444,16170
2816,16176
3630,16179
449,16339
1159,16375
1977,16408
8851,16434
8943,16455
396,16474
10310,16485
8946,16486
13493,16501
12611,16560
7349,16595
3478,16760
3581,16767
6949,16794
4182,16807
1880,16818
3869,16821
3394,16829
2887,16886
3691,16955
3940,17008
1820,17014
2074,17020
2769,17035
6687,17135
4827,17162
5180,17172
8477,17233
6882,17347
4901,17364
5302,17383
1129,17393
1601,17421
2886,17473
2917,17523
37,17580
11704,17626
6473,17630
13034,17632
3855,17653
2366,17738
9795,17769
7393,17850
681,17861
2665,17880
4306,17902
5530,17958
6295,17961
2976,18013
