p0_1,p0_2
0,1
121,122
180,181
235,236
271,272
304,305
350,351
354,355
388,389
406,407
481,482
500,501
344,531
561,562
565,566
570,571
577,578
485,606
607,608
640,641
399,646
650,651
681,682
701,702
726,727
738,739
750,751
801,802
814,815
817,818
829,830
831,832
809,850
885,886
890,891
928,929
336,934
940,941
973,974
487,1018
1038,1039
1044,1045
1055,1056
1057,1058
581,1075
920,1076
1077,1078
1110,1111
1118,1119
1146,1147
1148,1149
1181,1182
1183,1184
1187,1188
1206,1207
1234,1235
76,1236
1241,1242
1258,1259
1287,1288
1319,1320
1389,1390
1405,1406
1407,1408
1418,1419
1420,1421
1425,1426
1243,1429
1435,1436
1446,1447
1448,1449
1451,1452
499,1466
1484,1485
1487,1488
1493,1494
1497,1498
1517,1518
1529,1530
1532,1533
1595,1596
642,1597
759,1626
1651,1652
551,1658
1669,1670
1671,1672
1697,1698
1355,1713
1716,1717
1754,1755
1585,1762
1764,1765
1767,1768
1224,1775
1776,1777
1796,1797
1787,1807
1808,1809
1822,1823
1828,1829
1841,1842
1843,1844
416,1847
1848,1849
1859,1860
1891,1892
1899,1900
1913,1914
68,1934
1935,1936
1783,1947
760,1951
1954,1955
1956,1957
15,1958
1636,1969
1970,1971
1974,1975
1980,1981
1983,1984
34,1991
2013,2014
2017,2018
2019,2020
2027,2028
2039,2040
2057,2058
2059,2060
1180,2062
2009,2079
2093,2094
408,2095
2101,2102
2147,2148
2155,2156
1438,2170
2185,2186
2194,2195
1101,2201
2204,2205
2207,2208
2211,2212
2224,2225
2232,2233
2239,2240
833,2249
2285,2286
2292,2293
2303,2304
386,2312
2322,2323
2325,2326
2343,2344
2356,2357
2367,2368
2372,2373
2377,2378
2387,2388
2389,2390
2396,2397
634,2438
1014,2439
319,2443
2444,2445
2449,2450
2452,2453
2462,2463
2104,2466
1059,2493
2151,2501
2190,2505
2520,2521
2546,2547
476,2549
2346,2559
2564,2565
2566,2567
1646,2570
2575,2576
1869,2577
1257,2590
2601,2602
2603,2604
2616,2617
2085,2629
2653,2654
2663,2664
2665,2666
2667,2668
541,2676
1997,2682
2688,2689
432,2691
2705,2706
2711,2712
1137,2742
2746,2747
2749,2750
2756,2757
149,2777
1536,2782
2796,2797
2798,2799
2801,2802
2808,2809
2837,2838
2843,2844
2855,2856
2857,2858
1175,2870
2893,2894
2901,2902
2903,2904
2626,2916
2270,2930
157,2938
2943,2944
2949,2950
151,2953
923,2964
1445,2967
2976,2977
2990,2991
2621,2994
3010,3011
3012,3013
3033,3034
3035,3036
3047,3048
3054,3055
3064,3065
2264,3073
43,3076
3083,3084
3099,3100
2127,3111
3114,3115
3116,3117
3118,3119
799,3127
1031,3175
3179,3180
3190,3191
506,3200
3201,3202
3210,3211
3212,3213
3223,3224
3230,3231
3241,3242
3247,3248
1693,3249
3258,3259
2035,3263
217,3272
3313,3314
3316,3317
3318,3319
3320,3321
3322,3323
3337,3338
3342,3343
3344,3345
2592,3349
3350,3351
3363,3364
3340,3365
3059,3366
3367,3368
3370,3371
3372,3373
17,3374
3375,3376
3390,3391
3405,3406
3425,3426
768,3435
1324,3436
3437,3438
2988,3439
3445,3446
3449,3450
1664,3459
3472,3473
3488,3489
3490,3491
