p11_1,p11_2
53,54
57,58
165,166
215,216
237,58
308,309
327,328
415,58
418,419
464,465
548,549
585,54
591,58
660,661
711,712
813,465
834,835
887,58
897,898
947,712
970,216
602,712
1164,1165
1166,1167
1199,1200
1260,1261
1262,328
1272,1273
1316,1317
1354,1200
1464,1465
1512,58
1614,309
1687,166
1706,58
1799,1465
1817,216
1845,1846
1851,1200
1852,1165
1893,898
1895,898
1929,1930
1939,1940
1982,58
1995,58
2002,58
2006,58
2083,2084
2128,1940
2176,1465
2184,58
2193,1465
2218,2219
2222,2219
2229,166
2230,216
2241,1846
2289,309
2350,58
2385,2386
2395,1465
2418,58
2475,216
2532,2533
2537,1846
2552,1167
2574,328
2624,2625
2683,2684
2687,465
2442,2684
2738,309
2740,1465
2784,1846
2806,58
2839,309
2865,1200
2354,1261
2408,2219
2873,2219
2878,1940
2895,2896
2914,2684
2399,2084
2926,2684
2928,898
2220,2386
2951,2084
2956,2957
2987,1940
2999,3000
3026,3027
3028,1465
3071,3072
3074,216
3158,2957
3186,1940
3187,465
3192,328
3205,3206
3232,465
3243,216
3260,2684
3266,2957
1827,58
3315,3206
3335,3336
3385,54
3386,54
3410,54
3411,58
3419,309
3462,1846
3485,2386
3493,2533
3534,58
3588,54
2434,309
3654,3655
2437,3678
3693,58
3706,898
3729,166
3735,712
2800,3736
2970,166
3824,465
3857,309
3877,2219
3881,1846
3886,58
3910,58
3913,2535
3935,58
1332,3987
3971,419
4025,3336
4030,4031
4058,3000
3134,2957
4132,1465
2278,1465
4226,58
4229,3336
4235,465
4255,166
4259,1261
4261,216
968,58
4262,58
4264,898
4285,4286
4313,1465
4352,898
4377,1465
3219,1846
4419,1465
4429,4430
4447,54
4464,2386
4479,1273
4485,1200
4493,2684
4495,2533
4508,58
4539,4540
4562,3000
4603,1273
4627,1846
4653,328
715,58
4668,166
4694,309
4698,1200
3327,1261
4506,2896
4716,712
4742,216
4664,328
4754,216
4787,58
4790,898
4800,1940
1437,712
3276,2084
4900,2684
2479,1846
4909,1940
4927,2533
1455,898
4949,898
4969,1846
3098,1846
4986,216
4989,1465
5013,1846
5017,712
5018,2084
5028,1940
5082,1846
5101,1940
5105,1846
4212,419
5175,898
5195,1200
5204,5205
5217,2957
4024,328
5255,1261
5265,2957
3619,1261
1117,1846
5314,1846
4935,2386
5354,1846
4161,465
5362,2684
5363,3736
5379,1846
5391,4031
5040,5497
4713,712
5521,3655
5560,1846
3697,1261
5564,166
5613,1846
4343,712
4573,712
5728,2219
5742,1465
2251,216
5752,2219
1482,2957
5845,1940
4154,3336
5067,58
5979,2684
787,1261
5997,2684
5125,3027
5832,3336
3663,1465
4179,2219
