p7_1,p7_2
25,26
74,88
261,262
356,262
68,30
238,462
86,26
64,635
399,901
312,776
581,635
404,900
149,230
182,901
312,1294
17,1348
399,776
64,900
151,88
74,462
222,30
190,462
55,900
202,914
43,960
356,900
581,504
25,900
151,1909
2,230
581,901
151,26
233,504
41,1909
17,1909
33,230
84,855
227,776
25,914
41,1348
233,1909
14,1348
342,230
581,855
51,504
558,1909
109,960
47,855
209,462
233,635
312,900
23,1909
238,914
581,776
64,776
209,901
25,30
35,462
128,3112
72,960
51,26
51,901
312,504
39,992
39,855
227,901
261,1909
14,462
207,776
356,1294
86,30
156,262
356,2447
17,230
399,26
86,1348
238,88
55,635
190,88
55,30
581,2447
17,2447
356,230
404,776
238,635
33,992
312,855
404,1348
25,901
25,3112
222,855
39,2447
154,504
342,30
47,776
84,960
23,230
558,776
14,992
25,88
109,462
84,88
558,855
68,901
149,960
84,901
261,2447
84,3112
227,900
222,504
109,30
55,462
51,30
14,855
222,26
344,26
581,1294
151,855
361,262
55,26
156,776
156,3112
238,900
109,262
17,30
74,504
356,992
361,776
404,914
76,992
68,462
149,504
76,26
222,900
17,992
361,30
47,1348
151,635
209,635
41,504
23,901
72,900
361,635
41,776
64,901
60,1348
17,635
68,960
423,914
84,462
151,2447
581,1909
51,2447
41,960
74,1909
41,901
227,1294
202,88
86,855
207,855
72,230
209,30
558,900
43,1909
128,776
23,992
72,1909
209,855
86,3112
76,914
344,1294
35,1348
51,855
55,1294
39,960
76,635
25,2447
14,2447
154,26
558,26
25,1348
404,901
60,914
238,776
423,1348
399,230
76,230
33,914
238,1909
136,960
190,3112
86,901
33,901
207,1348
2,992
72,462
41,855
342,2447
261,635
64,960
64,3112
222,992
136,88
344,230
156,1294
76,1909
207,462
60,88
35,855
182,1909
202,635
238,504
344,914
227,855
136,2447
156,1909
190,1909
399,262
64,26
76,262
222,635
154,635
68,2447
404,26
202,462
128,462
151,901
399,3112
202,30
23,1294
151,1294
233,855
202,992
156,901
227,462
227,88
404,960
68,88
344,900
261,901
2,635
344,262
227,26
136,462
14,960
23,262
404,3112
74,914
154,1348
344,960
35,776
39,504
202,901
64,992
2,1294
23,1348
41,88
43,2447
64,462
68,262
202,960
227,960
76,2447
151,504
128,1909
51,776
17,900
344,30
109,230
128,960
68,914
182,992
190,914
154,900
128,901
399,960
399,900
60,635
209,1909
72,914
128,88
51,88
35,1294
154,992
60,992
62,1348
558,230
209,1348
209,776
227,2447
72,635
356,1909
344,635
558,635
47,635
209,88
60,30
209,960
154,914
72,1294
233,1294
581,262
558,504
207,88
17,26
43,635
35,30
154,776
312,26
74,262
182,262
190,504
581,462
23,30
68,230
342,1348
151,900
233,2447
149,992
72,1348
342,635
76,900
182,88
109,3112
68,1294
238,26
51,3112
47,230
43,26
62,901
149,855
76,1294
51,462
51,1348
182,230
72,262
86,900
60,230
227,635
342,776
423,635
43,88
64,230
182,3112
64,855
128,504
39,26
233,901
128,262
23,635
423,992
136,855
233,992
581,230
23,88
62,776
558,88
76,901
344,88
261,462
238,230
47,1909
128,635
25,855
222,1909
74,230
149,1909
404,88
342,504
68,3112
581,914
33,635
156,30
207,230
190,30
109,900
361,2447
342,992
136,30
233,776
312,2447
312,230
190,855
261,1294
399,88
41,635
399,1348
361,960
39,462
86,960
60,462
39,88
182,462
342,1909
356,635
33,1294
60,1294
76,960
227,230
222,901
47,262
41,30
86,88
17,914
2,504
581,1348
222,776
86,262
84,1909
60,26
154,855
2,3112
47,88
128,900
60,262
581,88
14,504
222,1294
55,960
149,900
190,1348
62,2447
558,1294
