p8_1,p8_2
27,28
70,71
113,114
176,177
178,179
184,185
306,307
340,341
420,421
471,472
476,477
485,486
491,492
498,499
523,524
540,541
554,555
636,524
647,126
658,659
705,706
707,708
728,729
757,758
784,785
791,707
808,809
819,820
857,858
907,121
922,923
956,957
987,988
1042,1043
1065,1066
1093,1094
1099,1100
1108,1109
1150,1151
1174,1175
1189,729
1211,1212
1219,1220
1232,1233
1271,185
1283,1284
1290,1291
1298,1299
1302,1303
1376,1363
1416,1417
1443,1444
1445,1151
973,245
1477,546
953,840
1535,1536
1543,1544
1558,1559
1564,1565
1579,1580
920,1581
1057,1619
1638,1639
1640,1641
1645,1646
701,1654
1656,1657
1659,1660
1661,1662
1673,1674
568,1699
1712,71
1720,1721
1728,1729
1745,1746
1748,1749
1788,1789
1792,1793
1802,1803
1818,1819
1825,82
1833,1834
91,820
1865,1866
1869,1870
1874,1875
1879,38
1920,1066
1923,555
1937,1938
1996,1997
1998,1999
2000,1674
2001,388
2009,2010
2037,2038
1031,2041
2063,2064
2065,2066
1822,2085
2138,2139
2151,1657
2160,1536
2165,2166
2168,2169
2178,2179
38,2255
2256,1557
2263,2264
2268,2269
2277,2269
2279,2280
2281,2282
2294,2295
1101,1233
2318,2319
2328,2329
2345,788
2352,858
2360,2361
2382,1746
1024,2391
2394,2010
2414,2415
2424,2425
2454,1109
1938,809
2464,2160
2476,2477
1071,179
2491,2492
2504,1151
2508,2509
2510,2511
2523,2524
997,2558
2569,1819
2361,1997
2580,2581
2594,2595
2599,2600
2611,2612
928,2621
2626,1999
2637,2638
697,935
2659,2282
2660,2661
2669,1066
2670,2671
2672,923
1027,1699
2308,2679
2693,2694
2699,2700
2702,2703
2751,1162
2770,2771
2785,2786
2793,2019
2803,2804
2814,788
2830,82
2849,2850
2868,2869
2879,2880
2889,957
2898,2600
2921,2922
2929,2554
648,2934
2940,307
1279,1794
2528,1789
2955,2804
2449,2972
2066,1646
2978,185
2985,2986
3002,2012
3023,3024
3025,1645
2772,2012
3063,1109
3066,177
3085,3086
3090,840
3101,1866
3104,1100
3120,3121
3131,3132
1911,1538
3156,3157
3163,546
2760,2280
1036,2260
2119,1151
3225,1622
3237,3238
3250,708
3251,935
3255,3256
3273,1803
3274,3275
3277,3278
706,2019
3301,1641
3308,889
3312,1569
3325,3326
2027,2133
2677,406
3359,1066
1417,3369
2105,3384
3316,3388
3393,3238
3396,3397
3404,1150
3407,3408
3414,3415
3428,1753
1641,2255
3440,3441
2653,3456
3494,3495
3502,3384
3375,840
3506,3085
3528,840
3529,2260
3531,3384
3537,3157
3550,3551
3552,3553
3021,3177
1213,3596
3636,2558
3643,2986
2204,2066
3647,2986
3652,546
3682,3047
3710,729
3750,2581
3789,2066
3834,3835
3841,3842
3854,2934
3860,2694
