p4_1,p4_2
8,9
82,83
167,168
210,211
224,225
255,256
277,278
284,285
290,291
296,297
329,330
366,367
375,376
393,394
514,515
568,569
611,612
625,626
648,649
676,677
607,709
742,743
744,745
768,769
788,789
794,795
811,812
824,825
827,828
846,847
852,853
859,860
864,865
876,877
915,916
936,937
953,954
961,962
701,964
985,986
995,996
997,998
1006,1007
1016,1017
1036,1037
1090,1091
1096,1097
1101,1102
1125,1126
1141,1142
1152,1153
1162,1163
1171,1172
1201,1202
1208,1209
1213,1214
1216,1217
1264,1265
1274,1275
1276,1277
1279,1280
1292,1293
1330,1331
1334,1335
1346,1347
1230,1361
1378,1379
1394,1395
1402,1403
1440,1441
1457,1458
1479,1480
705,1486
235,1502
1520,1521
1554,1555
1567,1568
1586,1587
1603,1604
1609,1610
1616,1617
1622,1623
1664,1665
1681,1682
1683,1684
1694,1695
1453,1696
1700,1701
1726,1727
1211,1739
541,1743
1770,1771
1783,1784
1794,1795
1805,1806
1835,1836
1885,1886
1887,1888
1902,1903
1906,1907
1911,1912
1925,1926
1942,1943
1944,1945
1949,1950
1967,1968
1972,1973
1986,1987
1988,1989
2021,2022
2033,2034
2043,2044
2046,2047
2071,2072
2116,2117
2152,2153
2182,2183
2196,2197
2226,2227
2245,2246
2252,2253
2260,2261
2290,2291
2298,2299
2305,2306
1792,2307
2308,2309
2310,2311
28,2332
2337,2338
2383,2384
2402,2403
2422,2423
2457,2458
1734,2459
2467,2468
2494,2495
1219,2500
2502,2503
2512,2513
2538,2539
2542,2543
2556,2557
1767,2562
2572,2573
2277,2588
2592,2593
2605,2606
2607,2608
1607,2609
2618,2619
1529,2633
734,2641
2643,2644
2650,2651
2655,2656
2677,2678
2697,2698
2718,2719
2721,2722
2729,2730
2736,2737
2744,2745
2760,2761
2778,2779
1540,2807
2823,2824
1866,2825
2835,2836
2862,2863
2866,2867
2119,2875
2891,2892
2899,2900
589,2907
2749,2908
2281,2923
2941,2942
2945,2946
2962,2963
2982,2983
3004,3005
3017,3018
3019,3020
3029,3030
3041,3042
3044,3045
3056,1480
2165,3062
3078,3079
3088,3089
3091,3092
2601,3096
3109,3110
3149,3150
3151,3152
3154,3155
3166,3167
3168,3169
3170,3171
3183,3184
3188,3189
3233,3234
3235,3236
3245,3246
3253,3254
3261,3262
3289,3290
3295,3296
3298,3299
3303,3304
3306,3307
3330,3331
3340,3341
121,3358
3377,3378
3401,3402
1427,3409
3412,3413
3430,3431
2256,3432
3447,3448
554,3455
3457,3458
631,3474
3479,3480
1721,3482
3496,3497
3498,3499
3519,3520
3525,3526
3532,3533
3535,3536
3542,3543
3544,3545
50,3547
560,3558
3560,3561
1484,3565
2363,3567
922,3573
3579,3580
3597,3598
3601,3602
3605,3606
3617,3618
3638,3639
3334,3640
3641,3642
2660,3644
3676,3677
3712,3713
2880,3731
3739,3740
3744,3745
3275,3765
3778,3779
3783,3784
3812,3813
3694,3816
3822,3823
3839,3840
3848,3849
3863,3864
3870,3871
669,3873
3879,3880
3888,3889
3897,3898
3899,3900
3919,3920
2708,3922
3928,3929
3941,3942
3946,3947
3950,3951
3955,3956
3960,3961
3976,3977
3985,3986
650,4002
3278,4012
4021,4022
4035,4036
2639,4047
4068,4069
176,4070
4072,4073
4086,4087
3273,4088
4100,4101
4120,4121
4122,4123
3023,4141
4146,3045
4157,4158
4165,4166
4167,4168
4169,4170
4177,4178
4055,4180
4190,4191
4195,4196
4199,4200
4213,4214
3876,4221
1822,4234
4257,4258
3063,4270
4287,4288
4318,4319
2756,4329
4336,4337
4346,4347
4366,4367
4381,4382
4398,4399
1290,4404
1477,4406
4407,4408
4411,4412
4422,4423
2524,4425
4426,4427
4448,4449
3927,4470
3006,4478
4486,4487
4520,4521
4523,4524
4531,4532
4534,4535
4548,4549
4551,4552
2367,4559
4563,4564
4565,4566
2659,4571
4578,4579
1181,4586
4592,4593
820,4594
4595,4596
2121,4601
4606,4607
306,4609
4620,4621
4629,4630
4631,4632
4646,4647
4500,4649
4650,4651
4657,4658
1344,4684
1793,4686
4699,4700
4701,4702
4737,4738
2149,4755
4759,4760
4764,4765
4769,4770
4771,4772
4775,4776
1559,4777
1246,4778
4783,4784
4798,4799
4807,4808
2688,4809
4810,4811
1776,4823
2949,4842
4091,4843
4848,4849
4721,4854
3223,4856
2804,4867
3904,4874
4894,4895
3531,4917
4919,4920
4921,4922
4924,4925
732,4926
4931,4932
4933,4934
4936,4937
4956,4957
4963,4964
4972,4973
697,4997
4998,4999
1271,5005
1038,5006
5007,5008
5009,5010
5011,5012
5050,5051
5064,5065
4420,5068
5076,5077
5087,5088
5097,5098
5120,5121
5143,5144
5149,5150
5151,5152
5034,5155
5156,5157
5173,5174
5196,5197
5209,5210
5214,5215
2209,5218
5225,5226
5229,5230
2667,5233
2452,5235
5236,5237
3793,5244
5249,5250
5251,5252
4434,5254
3255,5256
4940,5258
5260,5261
3796,5263
304,5269
4723,5279
5288,5289
5309,5310
5316,5317
5319,5320
5322,5323
863,5331
2653,5335
4672,5342
3451,5373
5382,5383
4162,5384
5394,5395
5419,5420
1112,5427
5429,5430
5434,5435
5441,5442
2492,5443
5447,5448
5451,5452
5462,5463
5475,5476
4946,5485
814,5502
4269,5512
5334,5525
5537,5538
973,5545
5546,5547
5554,5555
2151,5563
4476,5572
5578,5579
2174,5606
4117,5610
4662,5611
5526,5617
5625,5626
2333,5631
5635,5636
5646,5647
2841,5652
4803,5653
5655,5656
4542,5657
5674,1480
2069,5684
5550,5691
5694,5695
5702,5703
5718,5719
5726,5727
5743,1480
2469,5766
708,5768
2464,5769
809,5782
3577,5783
5785,5786
5376,5797
5807,5808
5810,5811
5812,5813
5818,5819
5820,5821
2693,4854
4092,5824
5836,5837
5853,5854
1569,5855
5862,5863
1985,1480
2190,5869
5878,5879
5891,5892
2637,5899
5507,5905
5922,5923
5926,5927
5931,5932
5935,5936
5955,5956
5959,5960
5414,5969
5974,5975
2837,5976
3893,5977
4613,5983
3568,5989
4818,5991
5995,5996
2780,5998
6003,6004
3352,6005
4691,6006
6007,6008
3086,6012
6020,6021
2001,6028
6060,6061
6065,6066
6071,6072
1232,6080
3834,6084
1825,6089
6090,6091
4704,6109
6110,6111
6116,6117
6119,6120
4110,6134
3054,6141
6143,6144
4882,6152
2239,6174
1303,6184
6189,6190
6194,6195
3843,6203
3121,6225
6230,6231
6046,6243
307,6244
4391,6252
3428,6257
5491,6266
1796,6269
6271,6272
1899,6279
6281,6282
6302,6303
6315,6316
6320,6321
6013,6324
6329,6330
2959,6349
4979,6353
179,6377
6381,6382
2325,6384
2126,6387
6389,6390
5668,6400
1581,6409
5908,6420
4747,6422
5608,6439
6375,6443
6467,6468
6484,6485
6492,6493
2012,6500
6517,6518
3906,6526
2888,6527
3326,6541
4572,6542
4623,6545
4812,6552
3836,6553
6568,6569
1148,6571
3012,1665
6577,6578
6594,6595
2477,6599
6605,6606
6609,6610
6621,6622
4027,6633
6637,6638
1646,6640
1323,6641
6657,6658
2943,6660
6661,6662
6668,6669
6672,6673
2421,6676
6683,6684
6689,6690
6695,6696
1834,6701
561,6709
3891,6722
6728,6729
3648,6773
6775,6776
5026,6784
6791,6792
2037,6793
3903,6794
6806,6807
5570,6808
5499,6809
2360,6812
6818,6819
6821,6822
6823,6824
2846,6839
6030,6846
3359,6858
2285,6863
6085,6865
5648,6871
4316,6885
6145,6893
3099,6895
4483,6899
3247,6900
6902,6903
2294,6906
6543,6908
2510,6915
6930,6931
3668,6950
4477,6968
5659,6969
3537,6970
4187,6983
1728,6984
6132,6989
6993,6994
5307,7003
6998,7007
3804,7018
2947,7019
3172,7022
6938,7033
7043,7044
7055,7056
2833,7060
7061,7062
2616,7066
7070,7071
4098,7073
6366,7075
4756,7077
7080,7081
808,7099
2105,7106
1139,7109
7112,7113
7126,7127
2523,7142
2613,7152
7154,7155
3318,7157
6897,7163
7165,7166
4354,7171
4084,7174
5437,7181
2279,7182
3792,7188
7191,7192
7196,7197
7202,7203
7065,7208
7210,7211
7234,7235
1497,7248
7249,7250
185,7253
5760,7259
7263,7264
5364,7266
7277,7278
7287,7288
4622,7309
7325,7326
529,7354
7369,7370
7373,7374
3140,7375
1729,7382
7386,7387
7389,7390
2264,7391
4393,7394
4353,7396
1544,7400
3226,7406
2394,7409
3626,7411
7414,7415
7419,7420
6424,7434
5558,7435
1865,7442
6355,7451
7455,7456
2986,7457
7459,7460
2329,7464
1999,7465
1656,7484
7489,7490
7497,7498
7511,7512
421,7521
7523,7524
7532,7533
4077,7537
7538,1480
3163,7540
7543,7544
7548,7549
4496,7558
7239,7566
6986,7570
2430,7575
2670,7584
785,7586
1970,7591
7593,7594
7596,7597
6797,7605
4370,7607
4267,7613
7630,7631
2929,7633
7640,7641
7651,7652
2328,7653
3442,7658
7667,7668
1859,7675
3118,7680
7681,7682
2860,7696
6044,7704
3540,7706
7233,7712
5649,7721
1387,7730
1938,7740
7742,7743
3212,7749
7759,7760
7176,7767
6913,7769
6692,7773
4441,7776
7783,7784
12,7788
1660,7791
7677,7804
899,7809
7812,7813
5165,7816
3972,7836
987,7848
7853,7854
2734,7856
257,7865
7874,7875
1445,7888
2215,7892
7893,7894
7897,7898
4877,7909
1243,7911
7921,7922
2612,7930
7935,7936
7948,7949
5042,7957
5312,1480
4675,7995
7341,8018
8029,8030
7722,8033
5054,8049
7726,8054
2169,8057
3131,8059
8071,8072
8075,8076
8081,8082
8083,8084
8090,8091
8094,8095
8102,8103
2746,1480
8104,8105
4602,8112
2064,8117
5495,8122
1315,8126
2785,8132
6058,8157
271,8159
8160,8161
3490,8164
7204,8174
4067,8180
8183,8184
8185,8186
5603,8187
8192,8193
6954,8195
8196,8197
2347,8205
5285,8214
4334,8218
3528,8219
4173,8220
2098,8231
5425,8237
8238,8239
8242,8243
3651,8252
6163,8273
8278,8279
4218,8282
8203,8283
5535,8293
3291,8295
2595,8300
8310,8311
6730,8313
4597,8315
4405,8320
6073,8323
8329,8330
8334,8335
5754,8336
8307,8367
3190,8374
8383,8384
8234,8394
38,8399
5519,8402
8403,8404
7908,8410
5664,8423
5103,8424
3553,8427
1206,8428
7976,8429
7825,8433
6872,8436
8458,8459
7299,8460
5470,8461
5202,8471
1220,8479
6326,8490
5332,8493
8517,8518
2035,8524
8530,8531
8539,8540
3221,8542
3702,8543
2703,8548
2814,8551
3083,8561
6083,8576
8585,8586
5469,8591
4502,8592
4616,8593
1932,8594
4362,8606
1558,8624
8136,8632
4023,8633
7827,8636
8221,8639
3002,8644
6853,8650
8656,8657
4124,8678
4293,8684
2580,8694
6501,8698
6743,8706
8715,8716
5113,8717
8723,8724
3622,8730
3647,8737
3575,8741
6126,8757
2638,8775
8777,8778
3370,8791
8793,8794
3775,8797
8800,8801
6234,8805
8806,8807
8771,8819
1869,8845
1374,8853
7986,8854
2265,8875
5681,8876
8882,8883
7527,8903
3033,8914
8915,8916
5918,8922
8923,8924
5193,8939
5505,8948
8951,8952
5388,1480
8955,8956
7138,8957
7200,8964
6854,8966
5445,8973
2017,8974
1915,8978
5851,8981
5780,8982
2356,8986
8055,8988
8779,8991
2282,8994
3835,8998
4188,8424
9013,9014
2794,9022
1448,9036
8455,9041
4130,9042
5528,9049
2030,9050
671,9052
1031,9065
3101,9071
7477,9072
8940,9076
4128,9080
8421,9085
5910,9086
1405,9096
3277,9097
659,9099
9057,9111
7923,9113
9131,9132
9137,9138
7669,9145
4060,9146
492,9151
9154,9155
2530,9160
9162,9163
9167,9168
2661,9169
6000,9173
9174,9175
2811,9192
1910,9193
4402,9194
9199,9200
9203,9204
3682,9210
7336,9211
489,9217
729,9218
6010,9226
2187,1480
3179,6792
7020,2892
3631,1480
9238,9239
5784,9247
4488,9252
0,9260
2319,9263
6057,9264
2940,9267
5095,9268
3472,1480
694,9275
9277,9278
5506,9279
9122,9287
1690,9288
8902,9294
3917,9295
2803,9300
2955,9302
4992,9303
1998,9310
7380,9314
4284,9315
9321,9322
7583,9323
3978,9335
5366,9344
2211,9347
1791,9348
5326,9360
1150,9363
2911,9366
4625,9367
5296,9368
9370,9371
7733,9374
5480,9375
3238,9386
7059,9390
3305,9392
4040,9396
2041,9398
9400,9401
148,9404
7237,9408
1144,9410
6932,9412
7340,9414
9420,9421
3556,9424
1420,9428
9433,9434
1712,9435
4421,9447
9450,9451
8846,9459
5946,9469
4144,9472
7120,9480
5422,9482
184,9488
7312,9489
4183,9491
3586,9492
8654,9494
7178,9501
2786,9507
6675,9511
5871,9513
1012,9514
6788,9515
784,9516
6068,9521
9531,9532
6466,9536
8006,9537
5374,9541
9249,9543
7984,9544
2204,9545
7398,9548
7744,9552
1780,9555
9559,9560
9566,9567
3674,6353
6219,9577
6308,9582
9589,9590
8366,9594
707,9596
5122,9604
6480,9607
1828,9608
9609,9610
2372,9615
5658,9617
9026,9620
4954,9622
1042,9623
1341,9624
3217,9629
2414,9636
5110,9641
91,9648
9661,9662
9673,9674
6233,9676
3771,9680
5792,9692
7618,9698
9722,9723
3210,9725
3407,9730
7236,9735
6367,9739
6426,9754
2630,9036
6868,9758
2104,9766
9771,9772
7572,9773
9777,9778
3066,9786
1093,9789
8153,9797
9800,9801
6963,9805
4655,9813
3868,9816
