p22_1,p22_2
41,455
47,761
356,1263
62,1928
43,2460
312,761
151,3220
76,3798
202,4003
182,4450
68,4589
23,4703
151,4727
33,4966
342,2535
72,5337
222,5347
74,5413
33,5833
233,5930
423,6112
222,6294
25,6596
261,6754
60,6758
72,7049
423,7447
39,7750
356,7899
342,7915
361,7918
238,5413
25,8276
156,7750
399,8960
62,9038
84,9254
261,9600
62,9798
64,9981
109,10045
207,10553
35,10675
156,10741
209,10920
404,11038
581,11588
342,11765
74,11929
55,12061
25,12064
25,12158
227,12273
109,12317
356,12479
423,13016
261,13307
136,13318
222,5413
227,13634
156,13870
151,13882
39,13936
33,14086
2,14178
344,14501
39,14513
227,14704
25,15177
86,15450
154,15658
72,15797
76,15904
84,16013
74,16308
14,16357
109,16398
190,16430
344,16711
344,16746
149,16774
84,5413
76,17438
558,17589
51,17760
238,17823
128,15658
238,17870
64,18058
