p13_1,p13_2
89,90
213,214
263,264
265,90
331,332
837,838
926,927
1168,1169
1268,1269
1332,1333
1434,1269
1501,1333
1757,1758
1867,1868
2220,2221
2242,2243
2283,2284
2380,2381
2416,2417
2731,1868
2350,1333
2876,2877
2933,2877
2952,1269
2998,1758
3039,1758
2999,3040
3049,1868
3142,332
711,2221
3193,1269
3269,3270
3355,332
2006,3571
3612,3613
3628,3629
3705,3270
3758,3759
2484,332
2537,90
1901,3887
2342,1868
3971,2381
4159,2221
1365,90
4344,90
3053,2381
4463,2877
4664,2381
1689,90
4713,4714
4242,2417
4834,2381
4841,3759
538,740
4935,1868
2128,1269
5040,5041
3266,1868
3269,3613
3886,3571
5170,3471
4001,2381
5223,2417
2181,4714
5351,2381
715,927
5464,927
5654,214
5779,5041
1593,2417
5870,1758
4472,90
6009,3270
6015,5041
6018,2284
2925,2243
6205,838
2806,927
4833,6341
6537,2381
6703,3613
4715,4714
6761,1868
3707,5041
5418,2381
6964,2381
6307,6978
6043,2243
1103,3270
3477,3759
5764,3887
7145,2417
2202,5041
4300,927
7153,3040
7183,4714
3095,6978
2173,2284
4787,1269
6751,927
782,2417
7431,1269
2784,5041
6980,2417
7488,3613
2874,2284
2314,2417
7252,6978
7748,2381
7805,264
6688,4714
3747,3613
5673,927
3704,3887
7627,3613
5265,3759
4522,3613
8051,3759
4876,1868
8141,1333
7562,3040
4289,927
6199,8265
8326,3759
8210,2877
4082,2417
8409,214
8123,2284
564,3270
5688,2381
2821,3613
8588,2221
2897,214
8620,3887
1854,2417
5514,3270
4909,2221
8680,1868
5669,927
6634,2381
4716,2877
5840,3270
9006,9007
6935,2417
1894,1169
9088,2243
9125,927
6735,1269
7201,3270
8010,927
2956,3613
1966,3613
3883,2284
3747,3270
9240,4714
2123,9007
8052,1868
602,1758
9372,6883
265,9388
7891,3613
3192,2243
5815,5041
4229,90
6691,214
5616,3571
3008,1868
7215,1758
883,90
4855,1169
5377,2221
771,3270
9687,332
8280,3040
3881,1868
9764,838
4285,5041
9842,9388
7347,1269
9885,3270
4106,2417
3282,927
4154,2417
4373,2284
8210,3270
3362,7755
8165,6978
1953,2877
3865,2221
8165,3270
10013,1868
5450,3711
5823,838
2956,3270
2527,1758
2056,3711
3294,2381
5680,6978
5017,3571
4763,7755
9324,740
493,927
5391,4714
4139,4714
1023,2284
10605,1758
7506,3629
8262,2417
4464,6883
7947,9007
7710,4714
1852,4714
4152,2284
10164,8265
4343,3759
4205,6883
9378,3711
10559,9007
7979,3571
4970,3759
8484,1758
6802,3270
4175,1333
4274,1169
9875,2381
9529,2417
2537,2221
8893,6978
8229,927
3534,332
11594,3759
5514,2243
3252,2381
4857,9388
11681,2221
9529,3270
4344,2221
1812,214
5650,927
10509,927
6737,6978
2848,3759
11786,2284
564,3613
7110,3571
11854,5041
9656,3759
11876,5041
2728,4714
10966,3759
3138,1169
7753,927
6936,3613
6598,1269
8457,1269
12038,4714
724,5541
9035,3270
4082,3270
867,2417
3594,2284
2429,1758
6744,1169
5840,3613
7650,927
7195,1333
