p12_1,p12_2
78,79
91,92
130,131
200,201
257,258
259,260
386,387
443,444
450,451
478,479
487,488
489,490
529,530
544,545
546,547
604,605
669,670
699,700
736,737
892,893
920,921
1004,1005
1012,1013
1025,1026
1027,1028
1034,1035
1050,1051
1079,1080
1130,1131
1139,1140
1155,1156
1204,1205
1226,1227
1228,1229
1230,1231
1243,1244
1246,1247
1250,1251
1255,1256
1295,1296
1324,1325
1180,1329
1344,1345
1349,1350
1384,1385
1387,1388
1399,1400
1409,1410
1411,1412
840,1442
1470,1471
1510,1511
1538,1539
1540,1541
1548,1549
1571,1572
1612,1613
1624,1625
1636,1637
16,1650
1718,1719
1740,1741
1780,1781
1810,1811
742,1904
1915,1916
859,1931
1932,1933
1828,1961
1962,1963
2030,2031
2069,2070
2105,2106
2119,2120
2121,2122
2124,2125
2133,2134
2142,2143
592,2145
2163,2164
2171,2172
2174,2175
2187,2188
2190,2191
388,2200
2213,2214
2216,2217
961,2231
2234,2235
2247,2248
2257,2258
2265,2266
2287,2288
2301,2302
2316,2317
2333,2334
1341,2340
2363,2364
2347,2405
2419,2420
2382,2428
2430,2431
2471,2472
2480,2481
2528,2529
1721,2541
2550,2551
2554,2555
2560,2561
2586,2587
307,2598
2563,2645
2646,2647
2674,2675
2708,2709
2714,2715
1638,2748
1729,2759
2611,2762
2767,2768
2772,2773
2780,2781
973,2788
2790,2791
2811,2812
2827,2828
2831,2832
2833,2834
2841,2842
2860,2861
2882,2883
2912,2913
2947,2948
2959,2960
2167,2968
3006,3007
3021,3022
3037,3038
3050,3051
708,3052
3057,3058
2259,3060
3069,3070
1899,3080
3081,3082
2618,3106
3128,3129
3140,3141
3144,3145
3160,3161
2377,3165
3173,3174
3177,3178
1967,3182
2209,3194
2872,3204
3217,3218
3221,3222
3264,3265
2139,3271
3284,3285
3286,3287
3291,3292
3310,3311
1690,3324
3353,3354
3379,3380
1585,3382
1535,3420
3421,3422
1254,3424
3442,3443
3453,3454
3468,3469
3517,3518
3538,3539
3568,3569
3575,3576
3592,3593
3615,3616
3624,3625
3631,3632
2098,3633
3648,3649
3666,3667
3668,3669
2655,3670
2017,3681
3683,3684
3004,3685
3687,3688
3753,3754
1057,3764
3766,3767
179,3774
3780,3781
3787,3788
3806,3807
1241,3821
3827,3828
1006,3833
3846,3847
3850,3851
2943,3872
3157,3885
3936,3937
3958,3959
2880,3975
3982,3983
1219,3990
3997,3998
50,4007
4013,4014
4016,4017
2455,4043
4064,4065
4074,4075
1996,4078
4080,4081
3867,4090
4092,4093
4095,4096
4053,4108
3104,4109
4111,4112
3560,4143
4147,4148
734,4156
907,4160
4162,4163
4185,4186
4188,4189
4206,4207
4210,4211
4218,4219
1825,4223
4232,4233
4251,4252
2454,4266
4267,4268
4281,4282
1788,4294
4302,4303
4304,4305
4309,4310
421,4330
4334,4335
2693,4351
4355,4356
2600,4375
4379,4380
3908,4390
4391,4392
4402,4403
4414,4415
4434,4435
4441,4442
4453,4454
4461,4462
4467,4468
3771,4471
2594,4473
4496,4497
4177,4507
3078,4509
2281,4525
4553,4554
4555,4556
4581,4582
2215,4610
4428,4612
4613,4614
3674,4628
3866,4636
4637,4638
4655,4656
4477,4661
3760,4671
4672,4673
4687,4688
4393,4695
4728,4729
4732,4733
1319,4753
4756,4757
4795,4796
4812,4813
1726,4816
4820,4821
4844,4845
3447,4859
2660,4869
4882,4883
3519,4897
4903,4904
3993,4923
2093,4929
4385,4939
819,4945
4946,4947
4954,4955
4959,4960
3944,4978
4979,4628
1330,4988
3179,4994
5000,5001
2065,5016
676,5019
1607,5024
5026,5027
5035,5036
4498,5047
5048,5049
568,5055
5079,5080
1044,5086
5090,5091
2558,5109
3197,5116
5126,5127
5137,5138
1801,5142
3812,5146
5162,5163
5165,5166
2888,5179
4146,5185
2605,5188
5190,5191
5193,5194
5231,5232
3671,5239
4677,5240
1980,5246
3710,5259
5273,5274
4284,5277
2935,5286
255,5294
5298,5299
5312,5313
28,5315
5338,5339
3359,5405
5411,5412
5357,5428
5445,5446
5481,5482
5489,5490
5495,5496
5500,5501
277,5510
3665,5534
5548,5549
1699,5574
5576,5577
5583,5584
3370,5587
5588,5589
5591,5592
5603,5604
3396,5607
5621,5622
5659,5660
5664,5665
3496,5676
5689,5690
3528,5696
5698,5699
5711,5712
3301,5724
1789,5731
2785,5735
647,5744
3596,5747
1544,5748
1109,5767
2303,5773
5787,5788
499,5793
746,5796
5805,5806
909,5827
5830,5831
5841,5842
5851,5852
5856,5857
3829,5859
5871,5872
5376,5883
284,5885
5895,5896
5897,5898
5913,5914
5941,5942
4273,5945
5953,5954
5964,5965
5971,5972
3848,5978
3460,5993
3363,5994
6013,6014
4785,6019
6022,6023
5319,6038
1543,6040
6052,6053
5597,6059
4730,6064
1271,6069
2837,6087
6097,6098
1569,6100
2823,6113
694,6151
4213,6153
3792,6160
3509,6161
6165,6166
5118,6183
758,6198
3245,6200
3121,6202
6212,6213
6214,6215
1753,6216
707,6217
6219,6220
3537,6226
1595,6228
2185,6237
2464,6245
1150,6246
0,6261
6189,6268
6276,6277
6290,6291
2739,6299
4759,6300
2718,6306
6317,6318
2804,6325
6335,6336
2734,6357
6358,6359
6375,6376
922,6379
2671,6388
6391,6392
6398,6399
5124,6402
6414,6415
6418,6419
6426,6427
6431,6432
6441,6442
6445,6446
2226,6452
6455,6456
6461,6462
486,6476
6480,6481
6489,6490
1554,6495
1077,6496
6515,6516
6520,6521
6530,6531
6533,6534
6535,6536
3891,6538
6543,6544
6554,6555
1094,6559
6563,6564
6304,6572
6589,6590
1641,6604
2703,6617
6623,6624
3238,6625
2477,6628
6119,6632
6645,6646
6648,6649
6092,6655
1767,6664
6670,6671
6678,6679
1457,6682
5390,6686
6672,6710
6716,6717
6730,6731
1340,6741
4657,6757
6762,6763
6767,6768
6769,6770
5662,6771
6155,6778
6779,6780
184,6781
4824,6790
6797,6798
5554,6813
6815,6816
1445,6817
2462,6831
3350,6836
2335,6840
666,6849
814,6850
6855,6856
6859,6860
3083,6861
6234,6867
4860,6875
631,6881
4173,6894
6897,6898
6911,6912
148,6921
6922,6923
2760,6925
6941,6942
6944,6945
6837,6951
6187,6956
4650,6958
429,6965
6974,6975
985,6987
3472,6990
2653,7001
2252,7008
4963,7010
7011,7012
4421,7013
3530,7017
7020,7021
7029,7030
5749,7039
3495,7040
3251,7078
1291,7082
705,7085
4398,7086
3502,7089
1451,7094
1201,7098
7104,7105
6806,7116
7117,7118
70,7123
7124,7125
7138,7139
5561,7141
3810,7148
4469,7156
4697,7175
7184,7185
3988,7213
7216,7217
4751,7218
7225,7226
2855,7230
7237,7238
2035,7256
2962,7257
7272,7273
3258,7274
4930,7275
7282,7283
7289,7290
2260,7292
7304,7305
1346,7311
7312,7313
788,7324
3151,7330
936,7344
1734,7353
650,7356
5128,7357
7362,7363
6368,7376
4103,7404
5328,7408
3550,7412
2626,7443
7453,7454
5867,7458
4674,7476
7477,7478
3721,7492
6609,7494
7499,7500
6853,7501
1405,7530
7534,7535
7350,7539
7545,7546
5546,7552
4034,7554
1276,7555
5421,7561
7563,7564
7568,7569
6879,7582
1071,7589
7599,7600
375,7610
4769,7619
4542,7629
6308,7632
3586,7666
7669,7670
481,7676
3504,7685
3427,7688
1645,7691
6887,7694
1504,7714
7719,7720
2885,7724
7728,7729
6651,7736
5635,7747
7765,7766
7771,7772
4633,7779
4519,7781
3407,7789
1334,7790
4992,7793
2843,7806
7825,7826
7827,7828
3109,7837
7843,7844
12,7845
7849,7850
4110,7864
5132,7870
5517,7871
1258,7873
5509,7877
1559,7880
2239,7886
3470,7896
5720,7900
7902,7903
6820,7904
7923,7924
1216,7925
5526,7928
5007,7929
4006,7934
7941,7942
7944,7945
7950,7951
4534,7955
6823,7961
2801,7966
5625,7968
6370,7978
2650,7982
903,7983
728,7992
5304,8000
1841,8005
8015,8016
7262,8021
8023,8024
2039,8026
8034,8035
7651,8036
1879,8041
8043,8044
6062,8047
5076,8050
4027,8053
6204,8056
8063,8064
4278,8065
5029,8066
5296,8069
2308,8070
8077,8078
5810,8080
1792,8100
3843,8114
8115,8116
4187,8134
3790,8138
4587,8146
5508,8148
2631,8162
1694,8166
2546,8182
7059,8190
5573,8201
2263,8204
8208,8209
8225,8226
5283,8227
5436,8232
8234,8235
5219,8260
4301,8261
8263,8264
4894,8268
8269,8270
4563,8281
8301,8302
4260,8306
176,8309
2085,8318
8331,8332
2282,8333
577,8352
38,8356
8359,8360
8364,8365
899,8368
7502,8370
6083,8371
6221,8391
2064,8396
3437,8398
3836,8401
7154,8405
8421,8422
5334,8437
7491,8439
8441,8442
8448,8449
3548,8452
8455,8456
1274,8462
8463,8464
8183,8482
4192,8483
5982,8500
4931,8506
3718,8507
3223,8511
8513,8514
6103,8516
4136,8520
3664,8522
1999,8532
6169,8536
2207,8541
2736,8549
8552,8553
8554,8555
5225,8556
290,8559
5679,8560
477,8565
2063,8578
4208,8583
393,8590
3404,8604
5760,8608
8,8612
4358,8613
8242,8626
8640,8641
5818,8648
8277,8658
1487,8664
8671,8672
6872,8674
4663,8675
8676,8677
2716,8687
5321,8689
6128,8691
6071,8697
245,8699
3876,8701
4341,8703
2972,8705
8707,8708
8711,8712
8731,8732
1484,8738
4037,8758
5054,8764
8771,8772
5955,8774
7045,8782
8787,8788
4704,8790
3139,8799
7470,8808
7426,8811
6504,8815
8833,8834
827,8850
366,8855
7901,8856
4546,8871
4243,8873
6132,8877
8880,8881
8888,8889
8894,8895
2889,8911
5535,8918
3149,8921
3009,8928
8189,8934
8936,8937
5648,8947
4083,8958
6698,8965
5732,8983
9002,9003
8254,9010
7096,9012
1837,9017
9019,9020
8278,9023
759,9039
2744,9040
4077,9062
6410,9066
6407,9073
7120,9101
9104,9105
7413,9110
4316,9134
1067,9136
2033,9157
3313,9161
9165,9166
8610,9179
6902,9180
4084,9187
5770,9188
9196,9197
3131,9198
4863,9202
1887,9214
2019,9225
6326,9233
4089,9241
5236,9243
8003,9248
5646,9265
5469,9266
9272,9273
9291,9292
3903,9306
4797,9312
3118,9313
4786,9316
2372,8881
3208,9330
6342,9333
2697,9337
8160,9338
9341,9342
5623,9351
1622,9353
7100,9355
9358,9359
7198,9361
7678,9365
9379,9380
5931,9389
1760,9395
2621,9265
5550,9399
9054,9403
6953,9409
3107,9411
5762,9416
2901,9438
5532,9441
1609,9452
4372,9453
5836,9476
7191,9479
9503,9504
